路線去回,中文站點名稱,time
45回程,華港新城,4
45回程,何厝(西屯路),2
45回程,勤美社區,6
45回程,西屯文心路口,4
45回程,西屯洛陽路口,6
45回程,惠民公園,6
45回程,西屯惠中路口,4
45回程,上石里,3
45回程,西屯上石路口,3
45回程,西屯河南路口,6
45回程,頂湳仔,4
45回程,下湳仔,6
45回程,大漁池,3
45回程,逢甲大學(逢甲路),5
45回程,逢甲大學(福星路),3
45回程,福星西安街口,3
45回程,漢翔公司(星享道),5
45回程,僑光科技大學,2
45回程,福星北西苑路口,5
45回程,西苑高中,6
45回程,西屯派出所,4
45回程,火房,2
45回程,甲八,3
45回程,水堀頭,6
45回程,永安國小,2
45回程,福安里(西屯路),6
45回程,宏台別墅,3
45回程,麗景天地,4
45回程,福科國中,6
45回程,西屯玉門路口,5
45回程,榮總宿舍,6
45回程,玉門福科路口,5
45回程,瑞聯天地(福科路),2
45回程,五龍公園,2
45回程,榮總北院,3
45回程,國安社區(宜寧中學),6
45回程,國安國小,6
45回程,中科站,6
45回程,格網中心,3
45回程,中科友達,4
45回程,中科管理局(中科路),4
45延去程,科雅平和路口,6
45延去程,中科管理局(中科路),5
45延去程,中科友達,5
45延去程,格網中心,6
45延去程,中科站,2
45延去程,國安國小,6
45延去程,國安社區(宜寧中學),6
45延去程,榮總北院,4
45延去程,瑞聯天地(福科路),3
45延去程,玉門福科路口,5
45延去程,榮總宿舍,2
45延去程,西屯玉門路口,3
45延去程,福科國中,4
45延去程,麗景天地,3
45延去程,宏台別墅,5
45延去程,福安里(西屯路),2
45延去程,永安國小,3
45延去程,水堀頭,4
45延去程,甲八,5
45延去程,火房,4
45延去程,西屯派出所,5
45延去程,西苑高中,3
45延去程,福星北西苑路口,5
45延去程,僑光科技大學,5
45延去程,漢翔公司(星享道),6
45延去程,福星西安街口,5
45延去程,逢甲大學(福星路),5
45延去程,逢甲大學(逢甲路),2
45延去程,大漁池,4
45延去程,下湳仔,3
45延去程,頂湳仔,2
45延去程,西屯河南路口,2
45延去程,西屯上石路口,4
45延去程,上石里,5
45延去程,西屯惠中路口,6
45延去程,惠民公園,2
45延去程,西屯洛陽路口,2
45延去程,西屯文心路口,5
45延去程,勤美社區,4
45延去程,何厝(西屯路),4
45延去程,華港新城,2
45延去程,頂何厝(西屯路),2
45延去程,西屯太原路口,2
45延去程,西屯忠明路口,3
45延去程,西屯健行路口,3
45延去程,植物園(西屯路),2
45延去程,淡溝里,3
45延去程,英才公園,2
45延去程,民權臺灣大道口,4
45延去程,茄苳腳,6
45延去程,五權臺灣大道口,3
45延去程,臺中教育大學,4
45延去程,民權中華路口,5
45延去程,臺中醫院,4
45延去程,臺中州廳,3
45延去程,合作金庫,2
45延去程,彰化銀行(自由路),4
45延去程,干城站,5
45延回程,第一廣場,2
45延回程,彰化銀行(臺灣大道),5
45延回程,第二市場(臺灣大道),3
45延回程,臺灣大道中華路口,2
45延回程,臺灣大道原子街口,2
45延回程,茄苳腳,6
45延回程,民權臺灣大道口,2
45延回程,英才公園,3
45延回程,淡溝里,3
45延回程,植物園(西屯路),2
45延回程,西屯健行路口,2
45延回程,西屯忠明路口,6
45延回程,西屯太原路口,3
45延回程,頂何厝(西屯路),4
45延回程,華港新城,4
45延回程,何厝(西屯路),6
45延回程,勤美社區,4
45延回程,西屯文心路口,3
45延回程,西屯洛陽路口,2
45延回程,惠民公園,4
45延回程,西屯惠中路口,2
45延回程,上石里,6
45延回程,西屯上石路口,2
45延回程,西屯河南路口,3
45延回程,頂湳仔,4
45延回程,下湳仔,5
45延回程,大漁池,5
45延回程,逢甲大學(逢甲路),3
45延回程,逢甲大學(福星路),6
45延回程,福星西安街口,4
45延回程,漢翔公司(星享道),6
45延回程,僑光科技大學,3
45延回程,福星北西苑路口,6
45延回程,西苑高中,4
45延回程,西屯派出所,6
45延回程,火房,4
45延回程,甲八,6
45延回程,水堀頭,3
45延回程,永安國小,3
45延回程,福安里(西屯路),3
45延回程,宏台別墅,5
45延回程,麗景天地,3
45延回程,福科國中,5
45延回程,西屯玉門路口,3
45延回程,榮總宿舍,5
45延回程,玉門福科路口,5
45延回程,瑞聯天地(福科路),2
45延回程,榮總北院,4
45延回程,國安社區(宜寧中學),3
45延回程,國安國小,6
45延回程,中科站,6
45延回程,格網中心,3
45延回程,中科友達,5
45延回程,中科管理局(中科路),4
45延回程,科雅平和路口,2
45延1去程,科雅平和路口,5
45延1去程,中科管理局(中科路),2
45延1去程,中科友達,2
45延1去程,格網中心,4
45延1去程,中科站,6
45延1去程,國安國小,2
45延1去程,國安社區(宜寧中學),4
45延1去程,榮總北院,6
45延1去程,五龍公園,2
45延1去程,瑞聯天地(福科路),6
45延1去程,玉門福科路口,2
45延1去程,榮總宿舍,3
45延1去程,西屯玉門路口,6
45延1去程,福科國中,3
45延1去程,麗景天地,6
45延1去程,宏台別墅,5
45延1去程,福安里(西屯路),6
45延1去程,永安國小,6
45延1去程,水堀頭,5
45延1去程,甲八,2
45延1去程,火房,5
45延1去程,西屯派出所,6
45延1去程,西苑高中,2
45延1去程,福星北西苑路口,6
45延1去程,僑光科技大學,3
45延1去程,漢翔公司(星享道),5
45延1去程,福星西安街口,2
45延1去程,逢甲大學(福星路),2
45延1去程,逢甲大學(逢甲路),6
45延1去程,大漁池,2
45延1去程,下湳仔,5
45延1去程,頂湳仔,3
45延1去程,西屯河南路口,3
45延1去程,西屯上石路口,2
45延1去程,上石里,4
45延1去程,西屯惠中路口,5
45延1去程,惠民公園,4
45延1去程,西屯洛陽路口,4
45延1去程,西屯文心路口,2
45延1去程,勤美社區,6
45延1去程,何厝(西屯路),4
45延1去程,華港新城,2
45延1去程,頂何厝(西屯路),5
45延1去程,西屯太原路口,3
45延1去程,西屯忠明路口,3
45延1去程,西屯健行路口,4
45延1去程,植物園(西屯路),3
45延1去程,淡溝里,4
45延1去程,英才公園,6
45延1去程,民權臺灣大道口,6
45延1去程,茄苳腳,3
45延1去程,五權臺灣大道口,5
45延1去程,臺中教育大學,4
45延1去程,民權中華路口,6
45延1去程,臺中醫院,2
45延1去程,臺中州廳,2
45延1去程,合作金庫,6
45延1去程,彰化銀行(自由路),3
45延1去程,干城站,5
45延1回程,第一廣場,4
45延1回程,彰化銀行(臺灣大道),5
45延1回程,第二市場(臺灣大道),3
45延1回程,臺灣大道中華路口,4
45延1回程,臺灣大道原子街口,3
45延1回程,茄苳腳,6
45延1回程,民權臺灣大道口,4
45延1回程,英才公園,3
45延1回程,淡溝里,6
45延1回程,植物園(西屯路),4
45延1回程,西屯健行路口,3
45延1回程,西屯忠明路口,5
45延1回程,西屯太原路口,4
45延1回程,頂何厝(西屯路),5
45延1回程,華港新城,2
45延1回程,何厝(西屯路),2
45延1回程,勤美社區,4
45延1回程,西屯文心路口,5
45延1回程,西屯洛陽路口,3
45延1回程,惠民公園,5
45延1回程,西屯惠中路口,5
45延1回程,上石里,5
45延1回程,西屯上石路口,6
45延1回程,西屯河南路口,2
45延1回程,頂湳仔,6
45延1回程,下湳仔,5
45延1回程,大漁池,6
45延1回程,逢甲大學(逢甲路),4
45延1回程,逢甲大學(福星路),6
45延1回程,福星西安街口,2
45延1回程,漢翔公司(星享道),6
45延1回程,僑光科技大學,5
45延1回程,福星北西苑路口,5
45延1回程,西苑高中,4
45延1回程,西屯派出所,5
45延1回程,火房,5
45延1回程,甲八,3
45延1回程,水堀頭,2
45延1回程,永安國小,5
45延1回程,福安里(西屯路),5
45延1回程,宏台別墅,2
45延1回程,麗景天地,4
45延1回程,福科國中,5
45延1回程,西屯玉門路口,6
45延1回程,榮總宿舍,3
45延1回程,玉門福科路口,5
45延1回程,瑞聯天地(福科路),2
45延1回程,五龍公園,4
45延1回程,榮總北院,2
45延1回程,國安社區(宜寧中學),3
45延1回程,國安國小,4
45延1回程,中科站,4
45延1回程,格網中心,3
45延1回程,中科友達,5
45延1回程,中科管理局(中科路),6
45延1回程,科雅平和路口,6
45區去程,中科管理局(中科路),6
45區去程,中科友達,2
45區去程,格網中心,4
45區去程,中科站,4
45區去程,國安國小,4
45區去程,國安社區(宜寧中學),4
45區去程,榮總北院,3
45區去程,五龍公園,5
45區去程,瑞聯天地(福科路),6
45區去程,玉門福科路口,3
45區去程,榮總宿舍,4
45區去程,西屯玉門路口,3
45區去程,福科國中,2
45區去程,麗景天地,4
45區去程,宏台別墅,5
45區去程,福安里(西屯路),6
45區去程,永安國小,3
45區去程,水堀頭,2
45區去程,甲八,5
45區去程,火房,3
45區去程,西屯派出所,2
45區去程,西苑高中,3
45區去程,福星北西苑路口,5
45區去程,僑光科技大學,6
45區去程,漢翔公司(星享道),6
45區去程,福星西安街口,2
45區去程,逢甲大學(福星路),4
45區去程,逢甲大學(逢甲路),3
45區去程,大漁池,6
45區去程,下湳仔,3
45區去程,頂湳仔,6
45區去程,西屯河南路口,4
45區去程,西屯上石路口,2
45區去程,上石里,6
45區去程,西屯惠中路口,4
45區去程,惠民公園,5
45區去程,西屯洛陽路口,6
45區去程,西屯文心路口,4
45區去程,勤美社區,2
45區去程,何厝(西屯路),5
45區去程,華港新城,5
45區去程,頂何厝(西屯路),6
45區去程,西屯太原路口,5
45區去程,西屯忠明路口,2
45區去程,西屯健行路口,3
45區去程,植物園(西屯路),3
45區去程,淡溝里,6
45區去程,英才公園,6
45區去程,民權臺灣大道口,4
45區去程,茄苳腳,6
45區去程,五權臺灣大道口,4
45區去程,臺中教育大學,2
45區去程,民權中華路口,2
45區去程,臺中醫院,4
45區去程,臺中州廳,4
45區去程,合作金庫,2
45區去程,彰化銀行(自由路),6
45區去程,干城站,4
45區回程,第一廣場,6
45區回程,彰化銀行(臺灣大道),2
45區回程,第二市場(臺灣大道),2
45區回程,臺灣大道中華路口,4
45區回程,臺灣大道原子街口,5
45區回程,茄苳腳,4
45區回程,民權臺灣大道口,2
45區回程,英才公園,6
45區回程,淡溝里,3
45區回程,植物園(西屯路),6
45區回程,西屯健行路口,3
45區回程,西屯忠明路口,4
45區回程,西屯太原路口,3
45區回程,頂何厝(西屯路),4
45區回程,華港新城,4
45區回程,何厝(西屯路),2
45區回程,勤美社區,5
45區回程,西屯文心路口,2
45區回程,西屯洛陽路口,5
45區回程,惠民公園,3
45區回程,西屯惠中路口,3
45區回程,上石里,4
45區回程,西屯上石路口,5
45區回程,西屯河南路口,4
45區回程,頂湳仔,5
45區回程,下湳仔,3
45區回程,大漁池,4
45區回程,逢甲大學(逢甲路),2
45區回程,逢甲大學(福星路),3
45區回程,福星西安街口,6
45區回程,漢翔公司(星享道),5
45區回程,僑光科技大學,5
45區回程,福星北西苑路口,5
45區回程,西苑高中,5
45區回程,西屯派出所,2
45區回程,火房,4
45區回程,甲八,6
45區回程,水堀頭,2
45區回程,永安國小,3
45區回程,福安里(西屯路),4
45區回程,宏台別墅,6
45區回程,麗景天地,5
45區回程,福科國中,4
45區回程,西屯玉門路口,4
45區回程,榮總宿舍,6
45區回程,玉門福科路口,2
45區回程,瑞聯天地(福科路),3
45區回程,五龍公園,4
45區回程,榮總北院,2
45區回程,國安社區(宜寧中學),6
45區回程,國安國小,2
45區回程,中科站,6
45區回程,格網中心,3
45區回程,中科友達,3
45區回程,中科管理局(中科路),5
48去程,干城站,6
48去程,第一廣場,3
48去程,彰化銀行(臺灣大道),6
48去程,第二市場(臺灣大道),2
48去程,臺灣大道中華路口,2
48去程,臺灣大道原子街口,2
48去程,茄苳腳,2
48去程,臺灣大道民權路口,5
48去程,中正國小,5
48去程,科學博物館(臺灣大道),4
48去程,忠明國小,5
48去程,頂何厝(臺灣大道),2
48去程,何厝(臺灣大道),4
48去程,臺灣大道文心路口,2
48去程,臺中市政府,3
48去程,新光三越,5
48去程,教師新村,3
48去程,秋紅谷(朝陽橋),6
48去程,朝馬(臺灣大道),5
48去程,福安里(臺灣大道),6
48去程,統聯轉運站,6
48去程,中港新城,6
48去程,中港澄清醫院(工業區一路),6
48去程,台中世貿中心,6
48去程,安和國中,4
48去程,裕國冷凍,5
48去程,發展署中彰投分署(工業區一路),2
48去程,工業區服務中心(工業區一路),6
48去程,工業區1與7路口,2
48去程,工業區1與8路口,6
48去程,裕力公司,4
48去程,大新公司,5
48去程,弘達公司,2
48去程,工業區1與12路口,3
48去程,臺灣乳品加工廠,5
48去程,工業區十四路口,6
48去程,工業區十六路口,5
48去程,尚銘公司,6
48去程,工業區28與37路口,3
48去程,匠澤公司,5
48去程,工業區28與33路口,3
48去程,工業區28與32路口,5
48去程,臺中酒廠(工業區二十八路),4
48去程,環隆科技,5
48去程,百容電子,4
48去程,台灣薄膜,3
48去程,聯強國際,4
48去程,五權西工業區23路口,2
48去程,五權西工業區21路口,3
48去程,辰皓電子,2
48去程,五權西嶺東路口,4
48去程,保安橋,3
48去程,嶺東文山六街口,6
48去程,保安公園,2
48去程,春社公園,3
48去程,嶺東科技大學(永春南路),3
48去程,仁友停車場,2
48回程,仁友停車場,3
48回程,嶺東科技大學(永春南路),2
48回程,春社公園,6
48回程,保安公園,3
48回程,嶺東文山六街口,6
48回程,保安橋,4
48回程,五權西嶺東路口,3
48回程,辰皓電子,4
48回程,五權西工業區21路口,5
48回程,五權西工業區23路口,2
48回程,聯強國際,3
48回程,台灣薄膜,6
48回程,百容電子,5
48回程,環隆科技,6
48回程,臺中酒廠(工業區二十八路),2
48回程,工業區28與32路口,6
48回程,工業區28與33路口,4
48回程,匠澤公司,2
48回程,工業區28與37路口,6
48回程,尚銘公司,2
48回程,工業區十六路口,4
48回程,工業區十四路口,4
48回程,臺灣乳品加工廠,6
48回程,工業區1與12路口,5
48回程,弘達公司,3
48回程,大新公司,4
48回程,裕力公司,5
48回程,工業區1與8路口,3
48回程,工業區1與7路口,4
48回程,工業區服務中心(工業區一路),3
48回程,發展署中彰投分署(工業區一路),4
48回程,裕國冷凍,6
48回程,安和國中,2
48回程,台中世貿中心,5
48回程,中港澄清醫院,2
48回程,中港新城,4
48回程,統聯轉運站,4
48回程,福安里(臺灣大道),5
48回程,朝馬(臺灣大道),3
48回程,秋紅谷(朝陽橋),3
48回程,教師新村,2
48回程,新光三越,3
48回程,臺中市政府,2
48回程,臺灣大道文心路口,6
48回程,何厝(臺灣大道),3
48回程,頂何厝(臺灣大道),4
48回程,忠明國小,3
48回程,科學博物館(臺灣大道),2
48回程,中正國小,4
48回程,臺灣大道民權路口,6
48回程,茄苳腳,3
48回程,臺灣大道原子街口,6
48回程,臺灣大道中華路口,6
48回程,仁愛醫院(臺灣大道),2
48回程,第二市場(臺灣大道),5
48回程,彰化銀行(臺灣大道),4
48回程,第一廣場,3
48回程,臺中車站(臺灣大道),4
48回程,干城站,3
49去程,老虎城,6
49去程,老虎城2,2
49去程,朝馬轉運站(朝富路),3
49去程,朝馬黎明路口,3
49去程,朝馬環中路口,3
49去程,安和朝馬路口,4
49去程,安和福玄路口,6
49去程,統聯轉運站,4
49去程,中港新城,4
49去程,中港澄清醫院(工業區一路),6
49去程,台中世貿中心,3
49去程,安和國中,5
49去程,裕國冷凍,2
49去程,發展署中彰投分署(工業區一路),6
49去程,工業區服務中心(工業區五路),4
49去程,工業區1與7路口,6
49去程,工業區1與8路口,3
49去程,裕力公司,4
49去程,大新公司,6
49去程,弘達公司,6
49去程,工業區1與12路口,2
49去程,臺灣乳品加工廠,4
49去程,工業區十四路口,3
49去程,工業區十六路口,6
49去程,尚銘公司,3
49去程,協和國小分校,5
49回程,協和國小分校,5
49回程,工業區28與37路口,3
49回程,匠澤公司,5
49回程,工業區28與33路口,3
49回程,工業區28與32路口,3
49回程,臺中酒廠(工業區二十八路),3
49回程,環隆科技,6
49回程,百容電子,3
49回程,台灣薄膜,3
49回程,聯強國際,5
49回程,五權西工業區23路口,6
49回程,工業區服務中心(工業區五路),2
49回程,發展署中彰投分署(工業區一路),6
49回程,裕國冷凍,6
49回程,安和國中,6
49回程,台中世貿中心,5
49回程,中港澄清醫院,6
49回程,中港新城,5
49回程,統聯轉運站,6
49回程,福安里(臺灣大道),4
49回程,安和福玄路口,3
49回程,安和朝馬路口,2
49回程,朝馬環中路口,5
49回程,朝馬黎明路口,2
49回程,朝馬轉運站(朝富路),6
49回程,老虎城2,3
49回程,老虎城,6
50去程,文英兒童公園,3
50去程,臺灣體大體育場,2
50去程,臺中一中,2
50去程,臺灣體大游泳池,6
50去程,臺中公園(雙十路),2
50去程,干城站,2
50去程,臺中火車站,5
50去程,民權繼光街口,2
50去程,臺中女中,3
50去程,地方法院,4
50去程,醒修宮,2
50去程,恩光堂,5
50去程,國光國小,5
50去程,中興大學(國光路),3
50去程,國光忠明南路口,6
50去程,國光橋,4
50去程,國光東興路口,5
50去程,大里仁愛醫院(國光路),3
50去程,國光德芳路口,5
50去程,國光花市,5
50去程,大里運動公園,4
50去程,國光中興路口,6
50去程,中興仁化路口,3
50去程,青年高中,4
50去程,大里圖書館(中興路),6
50去程,草湖,3
50去程,中興東南路口,4
50去程,中正吉峰路口,2
50去程,霧峰農工,6
50去程,甲寅,6
50去程,中正草湖路口,5
50去程,霧峰,2
50去程,霧峰郵局,6
50去程,教育部國教署,3
50去程,霧峰國小,3
50去程,省議會,4
50去程,八德橋,2
50去程,坑口里(光復新村),6
50去程,光復新村圓環,6
50去程,六股(乾溪路),2
50去程,921地震教育園區,4
50回程,921地震教育園區,6
50回程,六股(乾溪路),3
50回程,光復新村圓環,4
50回程,坑口里(光復新村),3
50回程,八德橋,4
50回程,省議會,4
50回程,霧峰國小,2
50回程,教育部國教署,6
50回程,霧峰郵局,6
50回程,霧峰,4
50回程,中正草湖路口,5
50回程,甲寅,5
50回程,霧峰農工,4
50回程,中正吉峰路口,6
50回程,中興東南路口,2
50回程,草湖,2
50回程,財政部印刷廠,2
50回程,大里圖書館(中興路),5
50回程,青年高中,4
50回程,中興仁化路口,3
50回程,國光中興路口,3
50回程,大里運動公園,2
50回程,國光花市,2
50回程,國光德芳路口,3
50回程,大里仁愛醫院(國光路),4
50回程,國光東興路口,2
50回程,國光橋,6
50回程,國光忠明南路口,6
50回程,中興大學(國光路),4
50回程,國光國小,2
50回程,恩光堂,3
50回程,醒修宮,4
50回程,地方法院,3
50回程,臺中女中,4
50回程,民權繼光街口,3
50回程,臺中火車站,2
50回程,干城站,5
50回程,臺中公園(雙十路),6
50回程,臺灣體大游泳池,4
50回程,臺中一中,2
50回程,臺灣體大體育場,2
50回程,莒光新城,6
50回程,新民高中(三民路),6
50回程,文英兒童公園,3
51去程,莒光新城,5
51去程,五權學士路口,5
51去程,五常里,2
51去程,光大里,2
51去程,臺中二中,3
51去程,文莊里,4
51去程,篤行國小,6
51去程,英才民權路口,4
51去程,英才西屯路口,5
51去程,英才臺灣大道口,6
51去程,英才公益路口,3
51去程,英才向上北路口,5
51去程,英才郵局,4
51去程,大墩文化中心(英才路),4
51去程,忠信國小(林森路),4
51去程,林森三民路口,4
51去程,地方法院,4
51去程,臺中女中,4
51去程,民權繼光街口,2
51去程,臺中家商,5
51去程,臺中火車站(東站),3
51去程,新時代購物中心,6
51去程,大智忠孝路口,5
51去程,建成大振街口,3
51去程,新建國市場,3
51去程,漢聲電臺,3
51去程,東門橋,4
51去程,旱溪,3
51去程,太平橋前,6
51去程,下部仔,4
51去程,中油太平站,6
51去程,下太平,6
51去程,中太平,5
51去程,太平國小,2
51去程,太平運動場,2
51去程,東平國小(中興東路),3
51去程,中興東成功路口,6
51去程,頂三叉,3
51去程,山腳(東平路),4
51去程,亞姆拉公司,4
51去程,洪厝庄,3
51去程,和平橋,5
51去程,勤益科技大學,2
51去程,坪林,6
51去程,三中心,3
51去程,太平國中,6
51去程,大興一街口,5
51去程,大興五街口,2
51去程,屯區藝文中心,2
51去程,麗園公園,6
51去程,?子太原路口,3
51去程,?子巷口,3
51去程,?子景賢路口,3
51去程,國際青年之家,3
51去程,花園新城,6
51去程,中臺科技大學,2
51去程,樂達利山莊,5
51去程,大坑橋,4
51去程,大坑圓環,6
51去程,逢甲橋,4
51去程,梨仔園,3
51去程,台電東山所,4
51去程,圓山新村,5
51回程,圓山新村,3
51回程,台電東山所,5
51回程,梨仔園,4
51回程,逢甲橋,2
51回程,大坑圓環,2
51回程,大坑橋,3
51回程,樂達利山莊,5
51回程,中臺科技大學,5
51回程,花園新城,5
51回程,國際青年之家,5
51回程,?子景賢路口,3
51回程,?子巷口,5
51回程,?子太原路口,2
51回程,麗園公園,5
51回程,屯區藝文中心,6
51回程,大興五街口,5
51回程,大興一街口,3
51回程,太平國中,5
51回程,三中心,3
51回程,坪林,6
51回程,勤益科技大學,6
51回程,太平分局,5
51回程,和平橋,6
51回程,洪厝庄,4
51回程,亞姆拉公司,2
51回程,山腳(東平路),3
51回程,頂三叉,4
51回程,中興東成功路口,4
51回程,東平國小(中興東路),3
51回程,太平運動場,4
51回程,太平國小,4
51回程,中太平,4
51回程,下太平,4
51回程,中油太平站,3
51回程,下部仔,3
51回程,太平橋前,4
51回程,旱溪,4
51回程,東門橋,3
51回程,漢聲電臺,6
51回程,新建國市場,6
51回程,建成大振街口,6
51回程,大智忠孝路口,2
51回程,新時代購物中心,4
51回程,臺中火車站(東站),4
51回程,臺中家商,4
51回程,民權繼光街口,6
51回程,臺中女中,4
51回程,地方法院,5
51回程,林森三民路口,4
51回程,忠信國小(林森路),4
51回程,大墩文化中心(英才路),3
51回程,英才郵局,4
51回程,英才向上北路口,2
51回程,英才公益路口,4
51回程,英才臺灣大道口,3
51回程,英才西屯路口,5
51回程,英才民權路口,5
51回程,篤行國小,3
51回程,文莊里,2
51回程,臺中二中,5
51回程,光大里,4
51回程,五常里,4
51回程,五權學士路口,5
51回程,莒光新城,6
52去程,中興大學(興大路),5
52去程,國光國小,5
52去程,靈山寺,4
52去程,建成正氣街口,5
52去程,臺中國小,2
52去程,第三市場,3
52去程,臺中火車站,6
52去程,干城站,5
52去程,立體停車場(自由路),2
52去程,自由富台東街口,6
52去程,明功堂醫院,5
52去程,中國醫東區分院,5
52去程,進德國小,4
52去程,合作市場,3
52去程,進化力行路口,3
52去程,進化興進路口,3
52去程,進化國瑞街口,5
52去程,進化天祥街口,2
52去程,北屯國小(進化北路),4
52去程,北屯市場,2
52去程,稅務新村,2
52去程,頂厝里,4
52去程,進化北永興街口,6
52去程,衛道新世界,4
52去程,大道公廟(進化北路),4
52去程,八0三醫院中清分院,4
52去程,忠明忠太東路口,4
52去程,忠明西屯路口,5
52去程,忠明臺灣大道口,6
52去程,忠明南精誠七街口,2
52去程,公益公園(忠明南路),5
52去程,忠明南向上路口,5
52去程,土庫停車場(國美館),2
52去程,忠明南五權西路口,5
52去程,大勇國小,3
52去程,崇倫國中(忠明南路),6
52去程,忠明南三民西路口,4
52去程,和平里(忠明南路),5
52去程,忠明南平路口,2
52去程,忠明南美村南路口,3
52去程,健康公園,5
52去程,忠明南五權南路口,6
52去程,興大美村路口,3
52去程,中興大學(興大路),5
52回程,中興大學(興大路),2
52回程,興大美村路口,4
52回程,忠明南五權南路口,2
52回程,健康公園,6
52回程,忠明南美村南路口,2
52回程,和平里(忠明南路),6
52回程,忠明南三民西路口,3
52回程,崇倫國中(忠明南路),2
52回程,大勇國小,5
52回程,忠明南五權西路口,4
52回程,土庫停車場(國美館),2
52回程,忠明南向上路口,6
52回程,公益公園(忠明南路),2
52回程,忠明南精誠七街口,4
52回程,忠明臺灣大道口,4
52回程,忠明西屯路口,4
52回程,忠明忠太東路口,4
52回程,八0三醫院中清分院,6
52回程,大道公廟(進化北路),3
52回程,衛道新世界,6
52回程,進化北永興街口,2
52回程,頂厝里,6
52回程,稅務新村,6
52回程,北屯市場,6
52回程,進化天祥街口,5
52回程,進化國瑞街口,4
52回程,進化興進路口,4
52回程,進化力行路口,4
52回程,合作市場,6
52回程,進德國小,6
52回程,中國醫東區分院,5
52回程,明功堂醫院,4
52回程,自由富台東街口,5
52回程,立體停車場(自由路),4
52回程,干城站,4
52回程,臺中火車站,2
52回程,第三市場,6
52回程,臺中國小,6
52回程,建成正氣街口,2
52回程,靈山寺,3
52回程,國光國小,3
52回程,中興大學(興大路),4
53去程,東光路(三和里),3
53去程,太原火車站,3
53去程,天祥東光路口,6
53去程,旱溪西太原路口,4
53去程,太原二號橋,5
53去程,東山高中(景賢六路),5
53去程,景賢八路口,6
53去程,三甲公園,5
53去程,東山旱溪西路口,6
53去程,東光國小,2
53去程,聯安醫院,6
53去程,四維國小,2
53去程,文心興安路口,5
53去程,文心昌平路口,3
53去程,文心熱河路口,5
53去程,文心崇德路口,6
53去程,文心國小,6
53去程,文心梅川西路口,5
53去程,文心山西路口,5
53去程,文心青島東街口,5
53去程,文心中清路口,4
53去程,文心中清西一街口,4
53去程,文心陝西路口,5
53去程,臺灣日報,4
53去程,重慶國小,2
53去程,文心河南路口,5
53去程,文華高中(文心路),3
53去程,文心甘肅路口,5
53去程,文心西屯路口,4
53去程,文心四川路口,3
53去程,文心臺灣大道口,5
53去程,市警局,6
53去程,中央健保局(文心路),6
53去程,文心市政路口,6
53去程,文心公益路口,3
53去程,文心森林公園(文心路),3
53去程,文心大墩七街口,6
53去程,文心向心路口,5
53去程,文心五權西路口,2
53去程,文心南南屯路口,5
53去程,文心南永春東路口,3
53去程,豐樂公園,3
53去程,中山醫學大學,5
53去程,文心南復興北路口,6
53去程,特力屋臺中店,5
53去程,文心南大慶街口,6
53去程,高工文心南路口,4
53去程,臺中高工(高工路),6
53去程,工學一街口,3
53去程,僑泰中學(高工路),5
53去程,積善公園,3
53去程,大明爽文路口,4
53去程,大明國光路口,4
53去程,大明益民路口,2
53去程,崇光國小,2
53去程,興大附中(益民路),4
53去程,益民德芳路口,5
53去程,益民國小,4
53去程,立人高中,2
53去程,下內新,5
53去程,兒童藝術館(中興路),5
53去程,大突寮(中興路),6
53去程,中興仁化路口,5
53去程,青年高中,6
53去程,大里圖書館(中興路),5
53去程,草湖,2
53去程,中興東南路口,4
53去程,中正吉峰路口,3
53去程,霧峰農工,3
53去程,甲寅,2
53去程,中正草湖路口,4
53去程,霧峰,4
53去程,霧峰郵局,5
53去程,教育部國教署,2
53去程,霧峰國小,3
53去程,省議會,3
53回程,省議會,5
53回程,霧峰國小,3
53回程,教育部國教署,2
53回程,霧峰郵局,5
53回程,霧峰,6
53回程,中正草湖路口,4
53回程,甲寅,2
53回程,霧峰農工,2
53回程,中正吉峰路口,5
53回程,中興東南路口,4
53回程,草湖,3
53回程,財政部印刷廠,5
53回程,大里圖書館(中興路),3
53回程,青年高中,4
53回程,中興仁化路口,4
53回程,大突寮(中興路),2
53回程,兒童藝術館(中興路),6
53回程,下內新,2
53回程,立人高中,6
53回程,益民國小,6
53回程,益民德芳路口,5
53回程,興大附中(益民路),3
53回程,崇光國小,2
53回程,大明益民路口,3
53回程,大明國光路口,2
53回程,大明爽文路口,4
53回程,積善公園,2
53回程,僑泰中學(高工路),6
53回程,工學一街口,6
53回程,臺中高工(高工路),4
53回程,高工文心南路口,3
53回程,文心南大慶街口,6
53回程,特力屋臺中店,3
53回程,文心南復興北路口,4
53回程,中山醫學大學,5
53回程,文心南三民西路口,3
53回程,豐樂公園,5
53回程,文心南永春東路口,4
53回程,文心南南屯路口,6
53回程,文心五權西路口,5
53回程,文心向心路口,4
53回程,文心大墩七街口,4
53回程,文心森林公園(文心路),6
53回程,文心公益路口,4
53回程,文心市政路口,3
53回程,中央健保局(文心路),5
53回程,市警局,5
53回程,文心臺灣大道口,2
53回程,文心四川路口,3
53回程,文心西屯路口,2
53回程,文心甘肅路口,3
53回程,文華高中(文心路),5
53回程,文心河南路口,3
53回程,重慶國小,2
53回程,臺灣日報,5
53回程,文心陝西路口,5
53回程,文心中清路口,6
53回程,文心青島東街口,3
53回程,文心山西路口,5
53回程,文心梅川西路口,5
53回程,文心國小,6
53回程,文心崇德路口,2
